message,label
Thank you for your payment of $340.,safe
Your bank account ending with 465 has been credited with $September.,safe
Urgent! Your credit card will be blocked. Action required: 605,fraud
Reminder: Your appointment is scheduled for 7989.,safe
Thank you for your payment of $1383.,safe
Urgent! Your credit card will be blocked. Action required: 1903,fraud
Unauthorized login attempt detected. Verify your account: 3634,fraud
Your order #7152 has been shipped.,safe
Confirm your password immediately: 3582,fraud
Unauthorized login attempt detected. Verify your account: 3946,fraud
Thank you for your payment of $3866.,safe
Your package with tracking number 5707 is in transit.,safe
Your bill of $295 is due on December.,safe
Your subscription for 5655 has been renewed.,safe
Your account statement for 4260 is now available.,safe
Reminder: Your appointment is scheduled for 5813.,safe
Urgent! Your credit card will be blocked. Action required: 2234,fraud
Congratulations! You won $376. Click here to claim: http://bit.ly/1123,fraud
Account suspension notice! Click 4114 to reactivate.,fraud
Your bill of $8495 is due on October.,safe
Win a new iPhone! Click 4788 to enter.,fraud
Account suspension notice! Click 2811 to reactivate.,fraud
Your account statement for 7111 is now available.,safe
Your account has been compromised. Verify now: 307,fraud
You are selected for a loan of $2565. Apply here: http://bit.ly/5745,fraud
Thank you for your payment of $186.,safe
Your bank account ending with 5665 has been credited with $December.,safe
Your OTP is 5487. Please do not share it with anyone.,safe
Congratulations! You won $3103. Click here to claim: http://bit.ly/9085,fraud
Confirm your password immediately: 1777,fraud
Your package with tracking number 5353 is in transit.,safe
Confirm your password immediately: 3491,fraud
Urgent! Your credit card will be blocked. Action required: 1154,fraud
Your bank account ending with 6643 has been credited with $December.,safe
Account suspension notice! Click 1699 to reactivate.,fraud
Your bank account ending with 9834 has been credited with $September.,safe
Account suspension notice! Click 541 to reactivate.,fraud
Your subscription for 8354 has been renewed.,safe
Your bill of $8779 is due on November.,safe
You have an unpaid invoice of $407. Pay now: http://bit.ly/8399,fraud
Your OTP is 5941. Please do not share it with anyone.,safe
Reminder: Your appointment is scheduled for 5626.,safe
You received a prize of $4155. Visit http://bit.ly/2691 to claim it.,fraud
Urgent! Your credit card will be blocked. Action required: 1747,fraud
You have an unpaid invoice of $3047. Pay now: http://bit.ly/1745,fraud
Unauthorized login attempt detected. Verify your account: 2349,fraud
Your order #1401 has been shipped.,safe
You received a prize of $4063. Visit http://bit.ly/2329 to claim it.,fraud
Your OTP is 3573. Please do not share it with anyone.,safe
Your bill of $7013 is due on October.,safe
Confirm your password immediately: 3805,fraud
Your package with tracking number 7354 is in transit.,safe
Payment of $5312 was successfully processed.,safe
Win a new iPhone! Click 2659 to enter.,fraud
Win a new iPhone! Click 430 to enter.,fraud
You are selected for a loan of $2876. Apply here: http://bit.ly/3204,fraud
Unauthorized login attempt detected. Verify your account: 4790,fraud
Your account statement for 8380 is now available.,safe
Payment of $9393 was successfully processed.,safe
You have an unpaid invoice of $4931. Pay now: http://bit.ly/5165,fraud
Your account has been compromised. Verify now: 2807,fraud
Reminder: Your appointment is scheduled for 8025.,safe
You have an unpaid invoice of $4711. Pay now: http://bit.ly/5493,fraud
Your account has been compromised. Verify now: 1913,fraud
Your account statement for 6625 is now available.,safe
You are selected for a loan of $2443. Apply here: http://bit.ly/4975,fraud
Unauthorized login attempt detected. Verify your account: 206,fraud
Your subscription for 8535 has been renewed.,safe
You received a prize of $198. Visit http://bit.ly/7600 to claim it.,fraud
Confirm your password immediately: 3877,fraud
Reminder: Your appointment is scheduled for 6351.,safe
You have an unpaid invoice of $2877. Pay now: http://bit.ly/6276,fraud
Your order #6529 has been shipped.,safe
You are selected for a loan of $2007. Apply here: http://bit.ly/1114,fraud
Urgent! Your credit card will be blocked. Action required: 454,fraud
Your order #9360 has been shipped.,safe
You have an unpaid invoice of $4919. Pay now: http://bit.ly/4358,fraud
Your OTP is 7217. Please do not share it with anyone.,safe
Thank you for your payment of $1823.,safe
Your OTP is 5735. Please do not share it with anyone.,safe
Your OTP is 2926. Please do not share it with anyone.,safe
Account suspension notice! Click 3210 to reactivate.,fraud
You are selected for a loan of $1341. Apply here: http://bit.ly/4562,fraud
Your subscription for 9047 has been renewed.,safe
Your account statement for 1055 is now available.,safe
Your bill of $751 is due on October.,safe
Confirm your password immediately: 177,fraud
Thank you for your payment of $7359.,safe
Payment of $3822 was successfully processed.,safe
Confirm your password immediately: 3990,fraud
You received a prize of $1431. Visit http://bit.ly/2208 to claim it.,fraud
Your order #7705 has been shipped.,safe
Payment of $2489 was successfully processed.,safe
Your package with tracking number 7455 is in transit.,safe
You have an unpaid invoice of $4942. Pay now: http://bit.ly/1453,fraud
Reminder: Your appointment is scheduled for 6561.,safe
You have an unpaid invoice of $3022. Pay now: http://bit.ly/8176,fraud
Payment of $4622 was successfully processed.,safe
Your account statement for 8991 is now available.,safe
Unauthorized login attempt detected. Verify your account: 2303,fraud
Urgent! Your credit card will be blocked. Action required: 1680,fraud
Your account has been compromised. Verify now: 1976,fraud
Congratulations! You won $3553. Click here to claim: http://bit.ly/7974,fraud
Account suspension notice! Click 2112 to reactivate.,fraud
Payment of $1708 was successfully processed.,safe
Congratulations! You won $3886. Click here to claim: http://bit.ly/7355,fraud
Your package with tracking number 2411 is in transit.,safe
Win a new iPhone! Click 1634 to enter.,fraud
Your OTP is 4770. Please do not share it with anyone.,safe
Your order #4714 has been shipped.,safe
Congratulations! You won $905. Click here to claim: http://bit.ly/8803,fraud
Win a new iPhone! Click 1597 to enter.,fraud
You are selected for a loan of $4038. Apply here: http://bit.ly/2552,fraud
Unauthorized login attempt detected. Verify your account: 2693,fraud
Payment of $9767 was successfully processed.,safe
Your account has been compromised. Verify now: 2665,fraud
Congratulations! You won $4342. Click here to claim: http://bit.ly/9885,fraud
Reminder: Your appointment is scheduled for 7952.,safe
Your OTP is 5900. Please do not share it with anyone.,safe
You received a prize of $1648. Visit http://bit.ly/9424 to claim it.,fraud
Your account has been compromised. Verify now: 4256,fraud
Payment of $5180 was successfully processed.,safe
Your bank account ending with 729 has been credited with $October.,safe
You received a prize of $4520. Visit http://bit.ly/7147 to claim it.,fraud
Reminder: Your appointment is scheduled for 150.,safe
Your OTP is 3051. Please do not share it with anyone.,safe
Thank you for your payment of $1228.,safe
Your bank account ending with 4507 has been credited with $November.,safe
Confirm your password immediately: 1671,fraud
You have an unpaid invoice of $3457. Pay now: http://bit.ly/2296,fraud
You have an unpaid invoice of $1715. Pay now: http://bit.ly/2903,fraud
Your order #3108 has been shipped.,safe
Your account statement for 3912 is now available.,safe
Your subscription for 9343 has been renewed.,safe
Your order #826 has been shipped.,safe
Your subscription for 5191 has been renewed.,safe
Account suspension notice! Click 3706 to reactivate.,fraud
You are selected for a loan of $1910. Apply here: http://bit.ly/3612,fraud
Urgent! Your credit card will be blocked. Action required: 2208,fraud
Congratulations! You won $3669. Click here to claim: http://bit.ly/2371,fraud
Win a new iPhone! Click 2849 to enter.,fraud
Payment of $6102 was successfully processed.,safe
You have an unpaid invoice of $2973. Pay now: http://bit.ly/4439,fraud
Urgent! Your credit card will be blocked. Action required: 4715,fraud
Payment of $4632 was successfully processed.,safe
Your bill of $2234 is due on December.,safe
Urgent! Your credit card will be blocked. Action required: 1450,fraud
Thank you for your payment of $7597.,safe
Unauthorized login attempt detected. Verify your account: 1630,fraud
Congratulations! You won $4096. Click here to claim: http://bit.ly/7145,fraud
Confirm your password immediately: 1441,fraud
Your bank account ending with 153 has been credited with $October.,safe
Your account has been compromised. Verify now: 1801,fraud
Your order #5382 has been shipped.,safe
Payment of $4601 was successfully processed.,safe
Account suspension notice! Click 3984 to reactivate.,fraud
Win a new iPhone! Click 1456 to enter.,fraud
You have an unpaid invoice of $3166. Pay now: http://bit.ly/5101,fraud
Unauthorized login attempt detected. Verify your account: 1751,fraud
Confirm your password immediately: 4731,fraud
You are selected for a loan of $4619. Apply here: http://bit.ly/8423,fraud
Your account statement for 4850 is now available.,safe
Thank you for your payment of $8695.,safe
Your account statement for 820 is now available.,safe
Unauthorized login attempt detected. Verify your account: 1246,fraud
Your bank account ending with 7180 has been credited with $December.,safe
Thank you for your payment of $8285.,safe
Your subscription for 3022 has been renewed.,safe
Unauthorized login attempt detected. Verify your account: 2582,fraud
Your bank account ending with 7518 has been credited with $October.,safe
Your order #5959 has been shipped.,safe
Thank you for your payment of $675.,safe
Unauthorized login attempt detected. Verify your account: 1894,fraud
Your account statement for 5479 is now available.,safe
Confirm your password immediately: 1817,fraud
Account suspension notice! Click 4174 to reactivate.,fraud
Your account statement for 4666 is now available.,safe
You received a prize of $4429. Visit http://bit.ly/8192 to claim it.,fraud
Your bank account ending with 9891 has been credited with $October.,safe
Your subscription for 6086 has been renewed.,safe
Urgent! Your credit card will be blocked. Action required: 125,fraud
Confirm your password immediately: 1354,fraud
Your OTP is 6178. Please do not share it with anyone.,safe
Thank you for your payment of $8246.,safe
Payment of $3510 was successfully processed.,safe
Congratulations! You won $3491. Click here to claim: http://bit.ly/7637,fraud
You have an unpaid invoice of $4725. Pay now: http://bit.ly/1193,fraud
Reminder: Your appointment is scheduled for 3184.,safe
